"Topic1","Topic2","Topic3","Topic4","일자","요일","본사정원수","본사휴가자수","본사출장자수","본사시간외근무명령서승인건수","현본사소속재택근무자수","중식계","석식계","clust"
0.108281784966635,0.197878645164641,0.664856701530348,0.0289828683383767,2016-03-08,"화",2624,47,212,426,0,1026,609,2
0.67028555281724,0.227424461102157,0.0580384644516754,0.0442515216289274,2016-03-09,"수",2624,43,225,0,0,901,523,2
0.699973155663797,0.201302236543524,0.0559738797749915,0.0427507280176878,2016-03-10,"목",2624,55,245,290,0,847,525,2
0.420676832602298,0.445045941419168,0.0504491308710879,0.0838280951074464,2016-03-11,"금",2624,108,275,76,0,728,591,2
0.875325465763229,0.0624763581873275,0.0399036782755963,0.0222944977738475,2016-03-14,"월",2624,61,183,376,0,1286,586,3
0.649256652610004,0.0299875714807364,0.284016770534286,0.0367390053749736,2016-03-15,"화",2624,38,231,399,0,958,545,2
0.359219613970161,0.0426383847406946,0.359604436482208,0.238537564806936,2016-03-16,"수",2624,50,213,0,0,998,531,2
0.0787855630156278,0.0211904915053675,0.872866512665044,0.0271574328139609,2016-03-17,"목",2624,52,242,327,0,832,548,2
0.137647231402362,0.0250142318720442,0.784080885816513,0.0532576509090809,2016-03-18,"금",2624,118,277,57,0,757,521,2
0.620236451413407,0.0321872543005343,0.314639221265089,0.0329370730209702,2016-03-21,"월",2624,65,205,329,0,1030,605,2
0.0715457471118464,0.0180036966150963,0.89071233344601,0.019738222827047,2016-03-22,"화",2624,41,208,378,0,917,585,2
0.335806882283231,0.191787701551087,0.102215745014798,0.370189671150884,2016-03-23,"수",2624,42,236,0,0,963,544,2
0.154304322135366,0.0258751857451549,0.792861405947681,0.0269590861717985,2016-03-24,"목",2624,53,251,293,0,876,507,2
0.0942517684748931,0.0508098890586513,0.824160368812266,0.0307779736541896,2016-03-25,"금",2624,98,275,59,0,861,523,2
0.882800260822268,0.0311497357681293,0.0576077529610699,0.0284422504485325,2016-03-28,"월",2624,77,197,299,0,1193,637,2
0.899813645566666,0.023926926594599,0.0474332715824822,0.0288261562562523,2016-03-29,"화",2624,52,245,259,0,892,465,2
0.0987881007395428,0.0399309230903083,0.358941274133651,0.502339702036498,2016-03-30,"수",2624,48,230,0,0,1033,463,2
0.728337085618268,0.0346555867770214,0.0725069787565913,0.164500348848119,2016-03-31,"목",2624,36,248,158,0,781,526,2
0.751803220503985,0.140620043320107,0.0592417394617684,0.0483349967141404,2016-04-01,"금",2643,103,254,47,0,661,591,2
0.210503503458233,0.708500246681036,0.0458430096630611,0.0351532401976707,2016-04-04,"월",2643,62,221,367,0,1237,614,1
0.185141041124818,0.505271724297784,0.27042882097,0.0391584136073983,2016-04-05,"화",2643,31,242,370,0,840,555,1
0.212103102474595,0.654259106180228,0.0924703267132414,0.0411674646319358,2016-04-06,"수",2643,37,249,0,0,876,492,1
0.470263213473877,0.412329112974524,0.072028205421338,0.0453794681302609,2016-04-07,"목",2643,47,258,339,0,853,524,1
0.24803526552622,0.518787242884456,0.150521214685769,0.0826562769035555,2016-04-08,"금",2643,87,283,64,0,764,542,1
0.0792897575373523,0.348191452144912,0.54681682833872,0.0257019619790152,2016-04-11,"월",2643,82,203,392,0,1225,536,1
0.0756864514129623,0.380960610248826,0.440246960356084,0.103105977982128,2016-04-12,"화",2643,76,225,239,0,771,500,1
0.34425980708145,0.55027886049125,0.0583801468575415,0.0470811855697587,2016-04-14,"목",2643,106,252,326,0,969,562,1
0.33529044880182,0.535189136307226,0.0740982002632379,0.0554222146277158,2016-04-15,"금",2643,131,281,82,0,579,582,1
0.70120311867781,0.129743988160874,0.0708882707082062,0.0981646224531099,2016-04-18,"월",2643,81,225,330,0,1120,525,2
0.772831615614217,0.0470370805298585,0.127852770459362,0.0522785333965623,2016-04-19,"화",2643,44,239,387,0,980,449,2
0.599601855023124,0.0539708464387623,0.141040362548561,0.205386935989552,2016-04-20,"수",2643,47,262,0,0,849,504,2
0.830824160695183,0.0278197698933665,0.11269903937535,0.0286570300361007,2016-04-21,"목",2643,66,264,312,0,940,531,2
0.715111192529253,0.0461354100257639,0.116914720383363,0.121838677061619,2016-04-22,"금",2643,150,275,86,0,698,557,2
0.721725290769146,0.172215897696877,0.062921743439531,0.0431370680944464,2016-04-25,"월",2643,96,201,281,0,1227,528,2
0.169627388121109,0.040055899092982,0.728625118493755,0.0616915942921544,2016-04-26,"화",2643,51,227,304,0,795,568,2
0.111696163673794,0.112742497406902,0.275025138147342,0.500536200771962,2016-04-27,"수",2643,71,234,0,0,1028,490,3
0.29841645131184,0.142597988958276,0.444773539628427,0.114212020101457,2016-04-28,"목",2643,56,269,196,0,811,508,2
0.410737496288665,0.0439715805558995,0.369730846642174,0.175560076513261,2016-04-29,"금",2643,139,282,28,0,652,507,2
0.708193692685381,0.0333838323080588,0.226567773059771,0.0318547019467897,2016-05-02,"월",2635,80,214,302,0,1242,551,2
0.450287519847217,0.0446754680623548,0.456080772321736,0.0489562397686921,2016-05-03,"화",2635,65,251,292,0,964,515,2
0.459345468208335,0.0374561954393143,0.455867271034647,0.0473310653177038,2016-05-04,"수",2635,150,244,0,0,723,636,2
0.166723556577288,0.0235443849180682,0.786873241501324,0.0228588170033204,2016-05-09,"월",2635,101,233,344,0,1216,591,2
0.804247238534766,0.0432736107341006,0.116690903069369,0.035788247661764,2016-05-10,"화",2635,53,252,350,0,1008,519,2
0.350332773598107,0.0741017085082403,0.0489746277300506,0.526590890163602,2016-05-11,"수",2635,60,266,0,0,915,423,2
0.412229391861876,0.0401486017672429,0.481216649815774,0.0664053565551071,2016-05-12,"목",2635,71,274,315,0,753,532,2
0.789905447436125,0.115164657400953,0.0566974063822623,0.0382324887806601,2016-05-13,"금",2635,185,268,80,0,761,517,2
0.749046056817061,0.0973853481763057,0.047751065636356,0.105817529370278,2016-05-16,"월",2635,99,216,368,0,1180,594,2
0.392686760583211,0.0325980814262434,0.541760106506423,0.0329550514841234,2016-05-17,"화",2635,41,254,377,0,899,633,2
0.058447775277542,0.0270305039971271,0.0314356985803679,0.883086022144963,2016-05-18,"수",2635,71,257,0,0,856,456,2
0.549186001337228,0.0435578397075388,0.0644825739841438,0.342773584971089,2016-05-19,"목",2635,65,266,264,0,898,529,2
0.710304910866817,0.0362224839654691,0.188389486117406,0.0650831190503071,2016-05-20,"금",2635,169,287,56,0,653,487,2
0.554150852925182,0.0320590345166545,0.37958506805685,0.0342050445013134,2016-05-23,"월",2635,88,203,362,0,1160,613,2
0.253305956278643,0.325262278614434,0.354696564054938,0.0667352010519844,2016-05-24,"화",2635,74,234,310,0,1107,465,2
0.40674504717434,0.0486126174653393,0.338683097918878,0.205959237441443,2016-05-25,"수",2635,72,258,0,0,938,454,2
0.0747200852293855,0.0199574588331781,0.88053249746363,0.0247899584738065,2016-05-26,"목",2635,64,285,227,0,783,520,2
0.210268670313139,0.0823152460790229,0.582618810988224,0.124797272619615,2016-05-27,"금",2635,163,291,61,0,660,493,2
0.908768588150662,0.0254720059360563,0.0441800328858603,0.0215793730274217,2016-05-30,"월",2635,73,215,291,0,1231,631,2
0.873082237798458,0.0314000153171195,0.0650458380212627,0.03047190886316,2016-05-31,"화",2635,50,250,185,0,921,535,2
0.139048932096439,0.0464320306675844,0.148236384910719,0.666282652325258,2016-06-01,"수",2637,75,245,0,0,916,490,2
0.152108686042462,0.0279382631861379,0.789221981490651,0.0307310692807486,2016-06-02,"목",2637,81,258,301,0,850,483,2
0.214044211097461,0.0345795929702215,0.721020558795216,0.0303556371371013,2016-06-03,"금",2637,191,268,64,0,721,548,2
0.918003030677024,0.0219792232350469,0.0388641071404571,0.0211536389474721,2016-06-07,"화",2637,115,192,389,0,1244,629,2
0.810015711423108,0.0453442893752744,0.0983004646540536,0.0463395345475642,2016-06-08,"수",2637,58,240,0,0,931,500,2
0.6557850076071,0.0314455942040768,0.276718332586122,0.0360510656027015,2016-06-09,"목",2637,69,252,359,0,829,506,2
0.543926924819301,0.039700158791936,0.365976106031117,0.0503968103576469,2016-06-10,"금",2637,151,270,61,0,697,509,2
0.811497668360364,0.0752498303623322,0.0844779964683248,0.0287745048089787,2016-06-13,"월",2637,98,209,415,0,1243,590,2
0.773994493501844,0.0910960210261911,0.0940664269713632,0.0408430585006011,2016-06-14,"화",2637,56,241,432,0,973,593,2
0.0715026749499373,0.0314011869885231,0.0586042459934161,0.838491892068123,2016-06-15,"수",2637,60,260,0,0,984,535,2
0.690928092638591,0.0578509137369817,0.121105274681096,0.130115718943331,2016-06-16,"목",2637,73,263,336,0,800,524,2
0.809867427829634,0.0351320748259702,0.086056143486769,0.0689443538576273,2016-06-17,"금",2637,165,291,60,0,694,484,2
0.85740412615004,0.0331620796894907,0.0767233844674764,0.0327104096929929,2016-06-20,"월",2637,101,257,344,0,1146,585,2
0.649572616911892,0.0461453984149679,0.177885687864914,0.126396296808226,2016-06-21,"화",2637,49,248,349,0,1091,645,2
0.667460482113611,0.255426160790578,0.043831443425211,0.0332819136706007,2016-06-22,"수",2637,47,258,0,0,1022,467,2
0.0993740469740423,0.0561314057623759,0.814137879204118,0.0303566680594642,2016-06-23,"목",2637,53,271,346,0,877,588,2
0.880072947966952,0.0239329476581885,0.0386062919108224,0.0573878124640368,2016-06-24,"금",2637,169,284,52,0,805,475,2
0.197024916933444,0.232199268374755,0.536619928509212,0.0341558861825888,2016-06-27,"월",2637,96,227,300,0,1142,609,2
0.330137285470507,0.0357936230243988,0.591071982549711,0.0429971089553838,2016-06-28,"화",2637,63,253,226,0,917,535,2
0.855682357373846,0.0445523432502212,0.0608226027509001,0.0389426966250324,2016-06-29,"수",2637,67,248,0,0,820,487,2
0.732519105649625,0.0384584097079651,0.174657794982692,0.0543646896597184,2016-06-30,"목",2637,76,247,151,0,886,446,2
0.443710841778858,0.151746125009328,0.360639156951542,0.0439038762602722,2016-07-01,"금",2643,145,215,41,0,879,513,2
0.559399296386925,0.196886578968598,0.0525377646803709,0.191176359964106,2016-07-04,"월",2643,88,190,385,0,1292,582,2
0.17074490506633,0.120175777196953,0.674477125289156,0.0346021924475616,2016-07-05,"화",2643,55,226,376,0,952,551,2
0.3892141188587,0.0549561919383799,0.33780443749981,0.21802525170311,2016-07-06,"수",2643,56,224,0,0,939,484,2
0.843158909675292,0.0370838968539415,0.0709977664403508,0.0487594270304158,2016-07-07,"목",2643,64,238,340,0,857,494,2
0.52761407180836,0.0590245725748102,0.23292017683981,0.18044117877702,2016-07-08,"금",2643,155,260,60,0,863,534,2
0.873561279708374,0.0533179811790867,0.0463767611651652,0.0267439779473743,2016-07-11,"월",2643,121,210,366,0,1115,630,2
0.520923721270146,0.0474671615293557,0.232175996841559,0.199433120358939,2016-07-12,"화",2643,72,223,382,0,919,519,2
0.204535751698873,0.0625510731354122,0.0937129654804406,0.639200209685274,2016-07-13,"수",2643,79,241,0,0,866,483,2
0.804107643058133,0.0878629791564795,0.0694448895198708,0.0385844882655172,2016-07-14,"목",2643,84,252,308,0,781,550,2
0.61308634668362,0.0342584801915511,0.313731292389896,0.038923880734932,2016-07-15,"금",2643,189,261,55,0,867,503,2
0.604250706576611,0.201555825084219,0.0704055660678941,0.123787902271275,2016-07-18,"월",2643,126,208,343,0,1158,596,1
0.884720368025341,0.0274922404960383,0.0476503846770178,0.0401370068016029,2016-07-19,"화",2643,111,233,263,0,888,424,2
0.560147269039435,0.032036103548881,0.36395640194226,0.0438602254694237,2016-07-20,"수",2643,124,238,0,0,844,443,2
0.844709572097544,0.0355204652695824,0.079466400749452,0.0403035618834218,2016-07-21,"목",2643,115,255,263,0,733,446,2
0.0775132842815491,0.0402105802920163,0.110337218310644,0.771938917115791,2016-07-22,"금",2643,251,272,47,0,661,501,2
0.499745645933156,0.197958002141904,0.267767155327881,0.03452919659706,2016-07-25,"월",2643,277,180,247,0,1086,584,2
0.423035487505273,0.0503955703587777,0.0821462145507014,0.444422727585248,2016-07-26,"화",2643,260,185,269,0,927,582,2
0.81794075500357,0.0973875762571073,0.0458839637944248,0.0387877049448979,2016-07-27,"수",2643,299,192,0,0,872,423,2
0.127114048069949,0.154599252884885,0.67637272527242,0.0419139737727462,2016-07-28,"목",2643,340,204,197,0,816,434,2
0.353215317854362,0.0525632734466452,0.162605338826188,0.431616069872805,2016-07-29,"금",2643,486,207,36,0,671,472,2
0.671150770776274,0.16857382642155,0.116382986823858,0.0438924159783189,2016-08-01,"월",2644,512,109,238,0,1055,510,2
0.134745179919294,0.0318113625442167,0.0435481935044829,0.789895264032007,2016-08-02,"화",2644,460,167,268,0,829,515,2
0.829833666245759,0.0329419791560941,0.0756399944929784,0.0615843601051684,2016-08-03,"수",2644,485,183,0,0,802,363,2
0.645848530953017,0.0465072523391509,0.248761167678788,0.0588830490290443,2016-08-04,"목",2644,467,200,262,0,671,456,2
0.393753017259667,0.052484826770726,0.340981773454668,0.212780382514938,2016-08-05,"금",2644,538,212,46,0,641,448,2
0.845488988889437,0.0342158790048709,0.0728227151303603,0.047472416975332,2016-08-08,"월",2644,421,180,255,0,1038,480,2
0.285900213061037,0.0438948367302986,0.56776700814344,0.102437942065224,2016-08-09,"화",2644,392,182,286,0,874,470,2
0.865832780250848,0.032176599094191,0.0515959920234557,0.0503946286315056,2016-08-10,"수",2644,411,188,0,0,842,451,2
0.535025611326634,0.0312778473386766,0.394928644048525,0.0387678972861644,2016-08-11,"목",2644,413,202,295,0,845,530,2
0.0667699422395763,0.0313184327594579,0.0296355825752489,0.872276042425717,2016-08-12,"금",2644,587,215,60,0,708,410,2
0.461602640271433,0.0328575007295432,0.464023154697253,0.0415167043017709,2016-08-16,"화",2644,352,177,351,0,1023,561,2
0.84765659438051,0.0284796442765071,0.0948830479970695,0.0289807133459133,2016-08-17,"수",2644,311,191,0,0,924,465,2
0.855159037491751,0.0383803266426816,0.0579564705083184,0.0485041653572496,2016-08-18,"목",2644,274,215,364,0,943,574,2
0.321848831910728,0.0390098594629634,0.287305353506636,0.351835955119672,2016-08-19,"금",2644,345,237,59,0,754,532,2
0.486745755919252,0.278269812538646,0.185775665892334,0.0492087656497688,2016-08-22,"월",2644,115,159,458,0,1266,729,2
0.752393547598729,0.115803896573236,0.0815204716724904,0.0502820841555447,2016-08-23,"화",2644,86,211,386,0,1145,563,2
0.784117432032833,0.0362169157452854,0.0863227283633501,0.0933429238585316,2016-08-24,"수",2644,113,209,0,0,941,588,2
0.333787707392615,0.0319527887415142,0.588350184655797,0.0459093192100738,2016-08-25,"목",2644,123,241,308,0,885,508,2
0.788102068122965,0.0398917636353218,0.0629626708321034,0.10904349740961,2016-08-26,"금",2644,194,269,70,0,813,489,2
0.797117902288668,0.119996476014953,0.0472332755762731,0.0356523461201058,2016-08-29,"월",2644,132,202,352,0,1258,568,2
0.636797322570425,0.0316686851912104,0.298685072801706,0.0328489194366584,2016-08-30,"화",2644,96,242,268,0,901,514,2
0.114078133900255,0.0406702811527354,0.0520578742828479,0.793193710664161,2016-08-31,"수",2644,98,236,0,0,915,498,3
0.751515990766391,0.0394826852010108,0.140616936950315,0.0683843870822829,2016-09-01,"목",2769,99,250,336,0,953,468,2
0.908254447679278,0.0237954932235072,0.0417279854062195,0.0262220736909951,2016-09-02,"금",2769,177,279,76,0,832,460,2
0.527413336029746,0.0352426588265985,0.40271007249459,0.0346339326490655,2016-09-05,"월",2769,100,225,447,0,1164,554,2
0.353029132457016,0.155325894343081,0.0963760180389461,0.395268955160956,2016-09-06,"화",2769,59,253,477,0,784,560,2
0.277064310512746,0.0481920777811322,0.105461659184281,0.569281952521841,2016-09-07,"수",2769,65,241,0,0,926,504,2
0.754547169930623,0.0351771439124597,0.173900283280246,0.036375402876671,2016-09-08,"목",2769,69,255,438,0,758,548,2
0.562169813798448,0.054810895014866,0.0783657112185746,0.304653579968111,2016-09-09,"금",2769,137,288,86,0,682,485,2
0.629812435033494,0.0676346471123022,0.262552221296207,0.0400006965579969,2016-09-12,"월",2769,328,176,306,0,924,504,2
0.868436164057376,0.0274666031161297,0.070931324902964,0.0331659079235309,2016-09-13,"화",2769,511,108,52,0,820,238,2
0.240420025030229,0.0315793243402184,0.695947050261152,0.0320536003684012,2016-09-19,"월",2769,167,180,550,0,1271,662,2
0.895698499924617,0.0271294604852667,0.0489775843569007,0.0281944552332153,2016-09-20,"화",2769,69,227,588,0,1039,627,2
0.104717450906628,0.0559459166287951,0.135278311684416,0.704058320780161,2016-09-21,"수",2769,58,246,0,0,1068,603,2
0.0996433262585136,0.0266873396285063,0.845964719297401,0.0277046148155788,2016-09-22,"목",2769,137,253,403,0,891,533,2
0.120260107243483,0.0275132831488404,0.814923317826074,0.0373032917816029,2016-09-23,"금",2769,165,278,99,0,716,562,2
0.813204020378953,0.0981533762584302,0.0588762059826001,0.0297663973800167,2016-09-26,"월",2769,70,224,494,0,1185,710,2
0.369394143007752,0.0491201217629198,0.166706097052278,0.41477963817705,2016-09-27,"화",2769,56,233,380,0,1033,550,2
0.208862627123173,0.0390098646190225,0.0447491315173176,0.707378376740487,2016-09-28,"수",2769,50,225,0,0,1128,591,2
0.794303931660619,0.0382634862506491,0.104888521804787,0.0625440602839452,2016-09-29,"목",2769,153,227,331,0,1044,622,2
0.445496937361565,0.127771318933729,0.375056252093333,0.0516754916113734,2016-09-30,"금",2769,158,256,59,0,843,539,2
0.677164518216307,0.0668182434690286,0.224021780548641,0.0319954577660235,2016-10-04,"화",2670,59,239,1035,0,1262,902,2
0.288825133758276,0.0382925024098991,0.64608720934662,0.0267951544852049,2016-10-05,"수",2670,41,228,0,0,1336,905,2
0.22342334242436,0.436439475378286,0.305914789404268,0.0342223927930855,2016-10-06,"목",2670,56,245,378,0,1196,352,2
0.827604803829671,0.0276292245474052,0.102176884954136,0.042589086668787,2016-10-07,"금",2670,144,252,80,0,843,554,2
0.619867164920792,0.0390711132677583,0.299205828264732,0.0418558935467177,2016-10-10,"월",2670,104,216,443,0,1180,546,2
0.528802497611255,0.254302033212219,0.0680425584158226,0.148852910760704,2016-10-11,"화",2670,69,256,386,0,1014,522,2
0.0770391803109598,0.0693314785927419,0.0372336196751103,0.816395721421188,2016-10-12,"수",2670,64,251,0,0,951,527,2
0.217479179127504,0.0350449446124707,0.683737863897936,0.0637380123620899,2016-10-13,"목",2670,66,262,612,0,1051,667,2
0.613733183249854,0.039173486907416,0.256832302699314,0.0902610271434159,2016-10-14,"금",2670,144,265,172,0,898,544,2
0.85041379866482,0.035748539348939,0.0886113973182741,0.0252262646679666,2016-10-17,"월",2670,107,241,425,0,1196,527,2
0.751251562895363,0.0339236438491838,0.176771390828464,0.038053402426989,2016-10-18,"화",2670,53,262,394,0,994,544,2
0.189333499085354,0.161627991458907,0.516745277296048,0.132293232159691,2016-10-19,"수",2670,72,267,0,0,933,475,2
0.869020378290325,0.0365477677917583,0.0582523976122433,0.0361794563056731,2016-10-20,"목",2670,105,269,281,0,787,564,2
0.141323207187032,0.0460442385549944,0.0577627951866412,0.754869759071332,2016-10-21,"금",2670,228,280,62,0,760,442,2
0.895005502605209,0.0288007863545602,0.0489692373042134,0.0272244737360173,2016-10-24,"월",2670,120,223,367,0,1171,600,2
0.637643471192848,0.184698076135943,0.135967184661897,0.0416912680093127,2016-10-25,"화",2670,73,259,345,0,1028,559,2
0.761756951254401,0.101772787408994,0.0763542584758042,0.0601160028608015,2016-10-26,"수",2670,89,258,0,0,854,410,2
0.801309868426035,0.0317543978826793,0.1212808322951,0.0456549013961855,2016-10-27,"목",2670,94,272,240,0,807,454,2
0.306369161540489,0.0272094312385321,0.633707607208413,0.0327138000125653,2016-10-28,"금",2670,192,277,63,0,731,475,2
0.813508966177342,0.025493094116573,0.138964929423615,0.0220330102824698,2016-10-31,"월",2670,134,223,255,0,1224,540,2
0.486422146214829,0.0618630915512549,0.0814090604625301,0.370305701771386,2016-11-01,"화",2689,70,212,515,0,1087,578,2
0.135791950412586,0.0463870980646073,0.662497060790122,0.155323890732684,2016-11-02,"수",2689,73,231,0,0,1006,540,2
0.173276298025188,0.0346739952635585,0.754846520884856,0.0372031858263972,2016-11-03,"목",2689,72,283,408,0,864,553,2
0.14137084806959,0.122363182351941,0.675764115335701,0.0605018542427686,2016-11-04,"금",2689,168,276,81,0,803,497,2
0.89828382690905,0.0211790450802743,0.0601156758044111,0.0204214522062647,2016-11-07,"월",2689,133,222,539,0,1156,506,2
0.199695020112644,0.0277216472677869,0.746577182174438,0.0260061504451309,2016-11-08,"화",2689,60,250,503,0,986,512,2
0.182449049704345,0.126083357827933,0.357162966349791,0.334304626117931,2016-11-09,"수",2689,58,267,0,0,920,499,1
0.615580348064354,0.0314076602001446,0.321893468547912,0.0311185231875897,2016-11-10,"목",2689,73,267,385,0,795,513,2
0.894980484665887,0.0257923635290245,0.0470711582132202,0.0321559935918683,2016-11-11,"금",2689,173,286,69,0,652,426,2
0.166102486388935,0.0390724916057018,0.770076350644442,0.0247486713609219,2016-11-14,"월",2689,92,227,461,0,1260,539,2
0.867205411859096,0.0301724866537615,0.0695752634854787,0.0330468380016634,2016-11-15,"화",2689,66,273,418,0,914,418,2
0.335424041543119,0.0292867253763474,0.526698305478053,0.108590927602481,2016-11-16,"수",2689,60,250,0,0,888,463,2
0.258498146340683,0.260593636953575,0.416504201467639,0.0644040152381031,2016-11-17,"목",2689,134,263,411,0,882,551,2
0.840687568105097,0.0369958918548535,0.0887435540498313,0.0335729859902181,2016-11-18,"금",2689,219,287,57,0,730,388,2
0.88074619488175,0.0345271692895515,0.0604884083961359,0.0242382274325627,2016-11-21,"월",2689,94,202,522,0,1235,616,2
0.339314174202088,0.030359784608668,0.59899062346739,0.0313354177218541,2016-11-22,"화",2689,45,238,452,0,1046,580,2
0.873210149637948,0.0318311400467133,0.0563723676242631,0.0385863426910755,2016-11-23,"수",2689,52,251,0,0,891,482,2
0.878941145749639,0.033955978799349,0.0538072507024472,0.0332956247485644,2016-11-24,"목",2689,61,262,351,0,870,498,2
0.056713877044835,0.0399359002092479,0.0364380981967267,0.86691212454919,2016-11-25,"금",2689,200,279,68,0,720,392,2
0.145727544525533,0.0323620363226662,0.790732792514084,0.0311776266377163,2016-11-28,"월",2689,114,219,397,0,1246,623,2
0.847457643091713,0.0370517351094293,0.0818431692543042,0.0336474525445539,2016-11-29,"화",2689,84,218,388,0,900,587,2
0.869225667036685,0.029289036422056,0.0654560800083424,0.036029216532916,2016-12-01,"목",2705,84,243,688,0,956,571,2
0.896375802386909,0.0243193319582089,0.0507809692454829,0.0285238964093993,2016-12-02,"금",2705,183,272,152,0,766,448,2
0.205938161870201,0.0453630023593403,0.721279927212853,0.0274189085576057,2016-12-05,"월",2705,101,207,839,0,1110,560,2
0.599026711440074,0.090059885097909,0.209939807047823,0.100973596414193,2016-12-06,"화",2705,69,222,799,0,930,593,2
0.324518857256264,0.048639419369466,0.0571188905831707,0.569722832791099,2016-12-07,"수",2705,69,232,0,0,895,468,2
0.912992795974461,0.0227294590459261,0.0385798044149467,0.0256979405646657,2016-12-08,"목",2705,76,262,587,0,787,512,2
0.174462112434262,0.0255727719849225,0.766028035193788,0.0339370803870283,2016-12-09,"금",2705,196,284,152,0,621,416,2
0.905491940172143,0.0259616582472199,0.0420990684863856,0.026447333094251,2016-12-12,"월",2705,102,193,633,0,1069,544,2
0.531232569586208,0.0296568281592128,0.408784607665551,0.0303259945890279,2016-12-13,"화",2705,65,226,511,0,770,482,2
0.407411665365144,0.0381816227417698,0.043792322813392,0.510614389079694,2016-12-14,"수",2705,82,247,0,0,904,441,2
0.775769549916215,0.0357255108518568,0.155758176173152,0.0327467630587763,2016-12-15,"목",2705,98,234,229,0,850,499,2
0.117361073816819,0.121657928910684,0.715785552096559,0.0451954451759388,2016-12-16,"금",2705,167,262,37,0,699,518,2
0.727092632439806,0.163334680318168,0.0703863517561165,0.0391863354859086,2016-12-19,"월",2705,104,217,197,0,1215,482,2
0.764651462103138,0.108310409629346,0.0729389791240767,0.0540991491434385,2016-12-20,"화",2705,89,238,126,0,790,461,2
0.907268105337147,0.0238923259865776,0.0437695854725663,0.0250699832037095,2016-12-21,"수",2705,72,230,0,0,929,494,2
0.301742557252332,0.294963980831287,0.318714464420788,0.0845789974955933,2016-12-22,"목",2705,118,242,32,0,524,213,2
0.73300222995376,0.037552513756071,0.0710608121005287,0.158384444189641,2016-12-23,"금",2705,343,243,7,0,560,398,2
0.397889350274265,0.0357258654970297,0.532323667832285,0.0340611163964194,2016-12-26,"월",2705,206,194,63,0,1192,328,2
0.805569394514835,0.038146966422879,0.0990507693678678,0.0572328696944184,2016-12-27,"화",2705,127,236,51,0,823,314,2
0.477245499561439,0.0358915248926305,0.387298907575327,0.0995640679706029,2016-12-29,"목",2705,242,201,42,0,711,343,2
0.501614768106526,0.354211703128279,0.0653634116726337,0.0788101170925614,2016-12-30,"금",2705,529,127,3,0,658,275,2
0.253235689958297,0.0282617536133494,0.696386144499356,0.0221164119289969,2017-01-02,"월",2697,96,102,272,0,1273,559,2
